employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
35746,Operations,region_15,Bachelors,m,sourcing,1,45,3,9,0,,0
6587,Procurement,region_13,Bachelors,m,other,1,29,,1,0,69,0
1901,SalesMarketing,region_4,Bachelors,m,sourcing,2,31,3,4,0,53,0
56849,Technology,region_15,Bachelors,m,sourcing,2,34,3,8,0,80,0
56233,Analytics,region_22,Bachelors,f,other,1,24,,1,0,86,0
15844,Operations,region_3,Mastersabove,f,other,1,31,5,7,0,59,0
1497,SalesMarketing,region_10,Mastersabove,f,other,1,37,3,6,0,47,0
11488,SalesMarketing,region_7,Mastersabove,m,other,1,42,3,12,0,48,0
59616,Procurement,region_4,Mastersabove,m,other,1,40,3,6,0,72,0
9002,Operations,region_2,Bachelors,m,sourcing,1,37,5,5,0,64,0
63753,Operations,region_22,Bachelors,m,other,1,50,3,8,0,57,0
9192,Operations,region_21,Bachelors,m,other,1,28,,1,0,,0
30143,HR,region_2,Mastersabove,f,referred,1,57,3,13,0,53,0
23360,SalesMarketing,region_28,Mastersabove,m,other,2,42,2,10,0,46,0
53301,Operations,region_2,Mastersabove,m,sourcing,1,34,3,8,0,,0
29073,Operations,region_2,Bachelors,f,sourcing,1,34,5,8,0,54,0
36460,Operations,region_13,Bachelors,m,other,1,29,,1,0,62,0
3171,Operations,region_4,Mastersabove,f,referred,1,32,4,7,0,59,0
55062,Operations,region_7,Bachelors,f,sourcing,1,27,5,2,0,,0
64798,Analytics,region_22,Bachelors,m,other,3,30,,1,0,83,0
7908,Technology,region_33,Mastersabove,m,other,1,46,3,17,0,83,0
70048,SalesMarketing,region_1,Mastersabove,m,other,1,37,3,10,0,49,1
63757,SalesMarketing,region_2,Bachelors,f,sourcing,1,48,4,13,0,52,0
19046,Technology,region_2,Bachelors,m,other,1,40,5,12,0,84,0
37427,Technology,region_20,Bachelors,m,other,1,32,3,6,0,73,0
58138,SalesMarketing,region_20,Bachelors,m,other,1,33,1,7,0,48,0
68064,Procurement,region_23,Bachelors,f,other,1,35,3,6,0,66,0
6711,SalesMarketing,region_6,,m,sourcing,1,23,3,2,0,51,0
51002,Analytics,region_15,Mastersabove,m,other,1,32,3,4,0,86,0
5132,Operations,region_2,Bachelors,m,sourcing,4,31,3,6,0,59,0
15801,Operations,region_26,Bachelors,f,other,1,40,4,13,0,60,0
47265,Procurement,region_2,Mastersabove,m,other,1,43,2,7,0,70,0
26798,Operations,region_32,Mastersabove,m,other,1,38,3,6,0,60,0
72203,SalesMarketing,region_7,Bachelors,m,other,1,36,5,8,0,49,0
46862,Procurement,region_7,Mastersabove,m,other,1,49,5,20,0,65,0
75629,SalesMarketing,region_22,Bachelors,f,sourcing,1,32,1,4,0,50,0
10452,Analytics,region_2,Bachelors,m,other,2,26,3,2,0,91,0
37017,Analytics,region_7,Bachelors,m,sourcing,1,55,3,18,0,87,0
76427,HR,region_22,Mastersabove,f,other,1,35,3,5,0,50,0
46925,Operations,region_9,Mastersabove,f,other,1,36,4,6,0,59,0
43828,SalesMarketing,region_30,Bachelors,m,other,1,29,5,4,0,,0
58383,Procurement,region_4,Bachelors,m,other,1,46,3,19,0,72,0
20660,R&D,region_27,Bachelors,m,sourcing,2,30,3,4,0,84,0
46166,SalesMarketing,region_2,Bachelors,m,other,1,51,5,19,0,40,0
11123,SalesMarketing,region_29,Mastersabove,m,other,1,37,3,7,0,54,0
67946,Analytics,region_32,,m,other,1,27,3,2,0,88,0
41763,SalesMarketing,region_26,,m,other,1,43,1,4,0,49,0
40628,HR,region_32,Bachelors,f,other,1,31,3,7,0,51,0
61482,Operations,region_7,Mastersabove,f,sourcing,2,38,4,9,0,65,0
63083,SalesMarketing,region_2,Mastersabove,f,other,1,43,1,10,0,,0
33789,Technology,region_7,Bachelors,m,sourcing,3,29,3,4,0,81,0
3540,Technology,region_22,Mastersabove,f,sourcing,1,30,3,2,0,79,0
51292,HR,region_2,Bachelors,f,other,1,49,5,22,0,50,0
137,Analytics,region_7,Mastersabove,m,other,1,49,4,5,0,90,0
73204,SalesMarketing,region_7,Mastersabove,m,sourcing,1,36,2,5,0,48,0
73753,Procurement,region_10,Mastersabove,m,sourcing,1,33,1,3,0,71,0
49737,SalesMarketing,region_22,Mastersabove,m,other,3,52,3,25,0,49,0
22462,SalesMarketing,region_32,Bachelors,f,other,1,29,,1,0,53,0
36905,Operations,region_7,Bachelors,m,other,1,37,3,11,0,56,0
16004,Finance,region_22,Below Secondary,m,other,1,25,3,3,0,,0
10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,0,52,0
43176,Technology,region_7,Mastersabove,f,referred,1,37,4,13,0,79,0
12538,Operations,region_14,Bachelors,m,other,1,35,5,10,0,59,1
56140,Technology,region_13,Bachelors,f,other,1,33,3,4,0,76,1
71196,Procurement,region_2,Bachelors,f,sourcing,1,33,5,9,0,71,0
57893,Technology,region_2,Bachelors,f,other,1,59,3,28,0,78,0
5640,Analytics,region_2,Bachelors,m,sourcing,1,29,,1,0,88,0
41208,Operations,region_2,Bachelors,f,other,1,38,2,8,0,59,0
55857,Operations,region_2,Bachelors,m,sourcing,1,48,4,13,0,57,0
27907,Legal,region_11,Bachelors,m,other,1,31,3,1,0,62,0
5933,Technology,region_5,Mastersabove,f,sourcing,1,32,1,5,0,77,0
44678,Procurement,region_22,Bachelors,m,other,3,24,3,2,0,63,0
48266,Technology,region_7,Mastersabove,m,sourcing,2,37,5,5,0,77,0
46639,SalesMarketing,region_7,Bachelors,f,sourcing,1,32,5,8,0,46,1
21523,SalesMarketing,region_4,Bachelors,m,other,1,31,3,2,0,48,0
32437,Operations,region_2,Bachelors,m,sourcing,2,45,3,5,1,,0
65689,SalesMarketing,region_2,Bachelors,m,other,1,57,5,6,0,,0
73819,Operations,region_15,Mastersabove,m,other,2,39,2,8,0,59,0
74019,Procurement,region_2,Mastersabove,m,sourcing,1,42,1,4,0,70,0
76698,Operations,region_7,Bachelors,f,other,1,45,3,4,1,65,1
70387,Operations,region_30,Mastersabove,m,sourcing,1,41,3,3,0,,0
56162,Technology,region_27,Mastersabove,f,sourcing,1,41,1,11,0,74,0
26260,SalesMarketing,region_24,Mastersabove,m,sourcing,1,34,1,7,0,50,0
53188,SalesMarketing,region_31,Bachelors,m,sourcing,1,47,5,18,0,52,0
34074,SalesMarketing,region_25,Mastersabove,m,sourcing,1,33,5,7,0,51,0
38934,Operations,region_22,Mastersabove,f,sourcing,1,48,3,15,0,69,1
39799,Operations,region_15,Bachelors,m,other,1,34,4,3,0,60,0
40775,SalesMarketing,region_1,Mastersabove,m,other,1,35,5,4,0,47,0
41928,Analytics,region_1,Mastersabove,m,sourcing,1,35,5,4,0,84,0
31364,Technology,region_15,Bachelors,f,sourcing,2,26,3,2,0,79,0
25351,SalesMarketing,region_14,Mastersabove,m,sourcing,1,45,3,17,0,49,0
72690,SalesMarketing,region_9,Mastersabove,f,sourcing,1,31,3,1,0,54,0
11666,SalesMarketing,region_34,Bachelors,m,sourcing,1,30,5,7,0,49,0
10167,SalesMarketing,region_13,Bachelors,m,sourcing,1,46,1,5,0,50,0
43399,Operations,region_2,Bachelors,f,other,1,60,5,4,0,56,0
72916,Operations,region_27,Bachelors,m,other,1,44,5,11,0,55,0
19440,Technology,region_22,Mastersabove,m,sourcing,3,35,3,3,0,86,0
55444,SalesMarketing,region_22,Bachelors,m,sourcing,2,33,2,6,0,52,0
10360,Operations,region_6,Bachelors,m,sourcing,1,38,4,8,0,55,0
66637,Technology,region_22,Mastersabove,m,sourcing,1,39,3,5,0,80,0
63026,SalesMarketing,region_26,Bachelors,m,other,1,30,3,2,0,50,0
53981,Operations,region_5,Bachelors,m,sourcing,1,31,,1,0,65,0
66248,SalesMarketing,region_7,Bachelors,m,sourcing,1,57,4,3,0,50,0
73279,SalesMarketing,region_2,Bachelors,f,other,1,34,1,7,0,50,0
57365,Operations,region_2,Bachelors,m,other,1,38,3,4,0,66,0
36691,SalesMarketing,region_14,,m,other,1,24,,1,0,55,0
31987,Procurement,region_17,Mastersabove,m,other,1,45,3,16,0,87,1
73265,SalesMarketing,region_1,Mastersabove,m,other,1,40,1,11,0,53,0
62530,Procurement,region_32,Bachelors,m,other,2,32,3,3,0,70,0
52716,SalesMarketing,region_2,Bachelors,f,sourcing,2,29,3,2,0,48,0
12930,Finance,region_2,Bachelors,f,other,1,39,4,11,0,59,0
70371,Analytics,region_13,Bachelors,m,sourcing,1,32,3,7,0,80,0
32774,Operations,region_2,Mastersabove,m,other,2,57,4,7,0,58,0
78119,Procurement,region_11,Bachelors,f,other,1,36,3,4,0,72,0
50338,SalesMarketing,region_2,Bachelors,m,other,1,34,1,5,0,46,0
64630,HR,region_22,Mastersabove,f,other,1,33,5,7,0,50,0
1830,Technology,region_2,Mastersabove,m,sourcing,1,39,2,4,0,81,0
60743,Finance,region_15,Bachelors,f,sourcing,2,32,4,8,0,59,0
77734,Technology,region_2,Bachelors,m,referred,1,31,3,6,0,77,0
51440,SalesMarketing,region_22,Bachelors,m,other,1,31,1,7,0,52,0
58579,Procurement,region_22,Bachelors,f,other,1,25,3,3,0,68,0
38123,SalesMarketing,region_4,Bachelors,f,sourcing,1,43,5,4,0,50,0
57033,Operations,region_2,Bachelors,m,sourcing,1,25,,1,0,65,0
42513,Procurement,region_2,Mastersabove,f,other,1,50,1,16,0,68,0
29146,Operations,region_22,Mastersabove,m,other,3,32,3,4,0,64,1
72935,Finance,region_32,Bachelors,m,sourcing,1,28,3,2,0,59,0
16889,SalesMarketing,region_17,Bachelors,m,other,1,32,1,5,0,51,0
6181,SalesMarketing,region_16,Bachelors,m,sourcing,1,34,5,5,0,49,0
9025,Operations,region_16,Bachelors,m,other,1,30,5,4,0,55,0
65024,Operations,region_7,Mastersabove,f,sourcing,1,33,5,6,0,74,1
61874,Procurement,region_7,Mastersabove,m,sourcing,2,46,4,19,0,70,0
30900,SalesMarketing,region_12,Bachelors,m,sourcing,1,35,4,10,0,50,1
44381,Operations,region_7,Bachelors,m,other,1,33,5,8,0,59,1
805,Operations,region_22,Bachelors,m,sourcing,1,30,4,4,0,59,0
10468,Procurement,region_7,Bachelors,m,sourcing,2,33,5,4,0,71,0
54127,SalesMarketing,region_13,Bachelors,m,other,1,28,4,5,0,52,0
63027,Technology,region_24,Mastersabove,m,other,1,38,3,8,0,84,0
26944,SalesMarketing,region_2,Bachelors,f,sourcing,1,34,2,7,0,49,1
6788,SalesMarketing,region_2,,f,other,2,40,,1,0,51,0
51318,Procurement,region_31,Bachelors,f,sourcing,2,30,3,5,0,73,0
30551,Operations,region_12,Bachelors,f,sourcing,1,29,2,7,0,60,0
74141,R&D,region_26,Bachelors,m,sourcing,1,30,3,3,0,83,0
16399,SalesMarketing,region_31,Bachelors,m,sourcing,1,38,4,10,0,50,0
10389,Operations,region_7,Bachelors,m,other,3,40,3,11,0,60,0
15369,Analytics,region_22,,f,other,1,29,4,5,0,86,0
41337,HR,region_2,Mastersabove,f,sourcing,1,53,4,25,0,47,0
633,SalesMarketing,region_17,Bachelors,f,sourcing,1,26,3,2,0,49,0
30155,Analytics,region_32,Bachelors,m,other,2,28,,1,0,82,0
59337,Analytics,region_22,Mastersabove,m,sourcing,1,26,,1,0,84,0
3968,Procurement,region_10,Bachelors,m,other,1,28,3,4,0,65,0
1709,HR,region_7,Bachelors,f,sourcing,1,30,3,3,0,51,0
1588,Operations,region_15,Mastersabove,m,other,1,59,4,4,0,56,0
573,R&D,region_22,Bachelors,f,other,1,29,,1,0,86,0
24750,Technology,region_14,Bachelors,m,sourcing,1,31,3,4,0,83,0
9098,Procurement,region_7,Bachelors,f,other,1,26,3,2,0,69,0
41768,Operations,region_19,Mastersabove,f,sourcing,1,37,3,10,0,62,0
43660,Operations,region_8,Bachelors,f,sourcing,1,25,3,1,0,62,0
8027,Technology,region_31,Bachelors,m,other,1,27,2,3,0,78,0
15774,Operations,region_2,Mastersabove,m,sourcing,1,39,4,10,0,60,0
4857,Analytics,region_28,Bachelors,m,other,1,36,5,3,0,91,1
58988,Procurement,region_23,Mastersabove,m,other,2,35,5,6,0,91,1
54550,Technology,region_8,Bachelors,f,other,1,28,,1,0,81,0
31552,SalesMarketing,region_21,Bachelors,m,other,1,30,,1,0,50,0
76968,Procurement,region_22,Mastersabove,m,sourcing,1,37,5,9,0,75,0
73203,Technology,region_28,Mastersabove,m,sourcing,2,35,1,9,0,80,0
60095,SalesMarketing,region_28,Mastersabove,f,other,1,30,1,5,0,54,0
6731,R&D,region_29,Bachelors,m,sourcing,1,30,5,1,0,96,1
39725,Technology,region_2,Bachelors,m,other,1,45,4,3,0,83,0
70021,Procurement,region_23,Mastersabove,m,other,1,36,3,7,0,71,0
22958,SalesMarketing,region_11,Bachelors,m,sourcing,1,37,3,4,0,50,0
21955,Procurement,region_2,Bachelors,f,sourcing,2,39,3,4,0,73,0
72984,Operations,region_19,Bachelors,m,other,1,37,5,6,0,59,0
63667,Procurement,region_26,Bachelors,m,other,1,28,,1,0,82,1
4147,Procurement,region_22,Mastersabove,m,sourcing,1,40,3,12,0,70,0
28714,SalesMarketing,region_3,Bachelors,m,other,1,30,5,3,0,52,0
51959,Operations,region_31,Mastersabove,m,other,1,36,4,7,0,56,0
68716,SalesMarketing,region_15,Bachelors,f,other,1,27,2,4,0,57,0
30802,Operations,region_11,Bachelors,f,other,1,29,1,4,0,57,0
34542,Technology,region_2,Bachelors,f,sourcing,7,31,3,5,0,82,0
32970,Procurement,region_22,Mastersabove,m,other,1,36,4,7,0,67,0
10936,Operations,region_12,Bachelors,m,other,1,30,4,4,0,57,0
20326,Analytics,region_28,Mastersabove,m,other,2,32,3,6,0,86,0
38445,SalesMarketing,region_15,Bachelors,m,sourcing,1,29,5,2,0,50,0
18621,SalesMarketing,region_2,Bachelors,f,other,1,29,,1,0,,0
10345,SalesMarketing,region_22,Mastersabove,m,other,2,38,1,8,0,47,0
25834,Procurement,region_2,Mastersabove,f,other,1,51,3,15,0,71,0
333,Finance,region_22,Mastersabove,m,other,1,32,3,8,0,58,0
28850,Technology,region_14,Mastersabove,f,sourcing,1,36,3,5,0,83,0
61888,Operations,region_15,Bachelors,m,sourcing,2,30,5,5,0,57,0
30928,Finance,region_26,Bachelors,f,sourcing,1,26,3,5,0,56,0
21230,R&D,region_7,Bachelors,m,sourcing,2,32,5,3,0,83,1
22445,SalesMarketing,region_30,Bachelors,m,other,2,26,3,3,0,50,0
57206,Analytics,region_28,Bachelors,m,sourcing,1,30,4,2,0,83,0
57587,SalesMarketing,region_6,Bachelors,f,other,1,28,1,2,0,50,0
29950,SalesMarketing,region_26,Bachelors,m,sourcing,1,40,3,18,0,55,1
1825,Legal,region_2,Bachelors,m,other,1,33,1,6,0,66,0
5272,Operations,region_2,Below Secondary,f,sourcing,1,24,,1,0,73,1
49389,Legal,region_27,Below Secondary,m,other,1,27,,1,0,59,0
66875,Operations,region_29,Bachelors,m,sourcing,1,30,4,2,0,,0
51071,SalesMarketing,region_4,Mastersabove,f,sourcing,1,37,3,9,0,44,0
62499,Operations,region_2,,f,other,1,33,3,9,0,58,0
4566,Analytics,region_2,Bachelors,m,other,2,31,3,2,0,84,0
77674,SalesMarketing,region_31,Bachelors,m,sourcing,1,43,3,3,0,48,0
70679,SalesMarketing,region_2,Mastersabove,f,other,1,39,1,10,0,52,1
20516,SalesMarketing,region_2,,m,other,1,24,3,2,1,81,1
45145,Procurement,region_4,Mastersabove,m,other,1,41,2,12,0,71,0
45721,R&D,region_4,Mastersabove,m,other,1,35,5,4,0,85,0
52241,SalesMarketing,region_7,Bachelors,m,sourcing,1,24,,1,0,49,0
23337,SalesMarketing,region_1,Mastersabove,m,sourcing,3,33,2,7,0,53,0
8386,SalesMarketing,region_17,Mastersabove,m,other,1,35,3,3,0,47,0
70491,SalesMarketing,region_15,Bachelors,m,sourcing,1,30,2,8,1,50,0
23241,Procurement,region_15,Bachelors,m,other,1,29,3,2,0,68,0
54003,SalesMarketing,region_6,Bachelors,m,other,1,28,5,2,0,50,0
24843,Operations,region_2,Mastersabove,f,other,1,48,5,15,0,,0
35222,Technology,region_2,Bachelors,m,other,1,31,3,3,0,79,0
47183,SalesMarketing,region_1,Bachelors,m,other,1,26,1,3,0,50,0
22660,SalesMarketing,region_27,,m,sourcing,2,24,,1,0,47,0
11943,Technology,region_27,Bachelors,f,referred,1,30,,1,0,76,0
57744,Operations,region_8,Mastersabove,f,sourcing,1,38,3,2,0,,0
29142,SalesMarketing,region_31,,m,sourcing,1,27,5,3,0,49,0
15620,Technology,region_2,Mastersabove,f,other,1,49,1,24,0,77,0
44301,Technology,region_11,Bachelors,f,other,1,32,,1,0,80,0
24875,Operations,region_34,Bachelors,m,other,1,26,,1,0,65,0
61614,SalesMarketing,region_2,Bachelors,f,other,1,35,5,7,0,48,0
73393,Finance,region_2,Bachelors,f,other,2,46,3,3,0,59,0
27459,Procurement,region_22,Mastersabove,m,other,1,34,2,6,0,69,0
27533,Finance,region_22,Bachelors,f,sourcing,2,30,1,3,0,59,0
47584,Procurement,region_2,,f,sourcing,1,53,1,11,0,67,0
75636,SalesMarketing,region_4,Mastersabove,m,sourcing,1,49,3,17,0,48,0
18390,Procurement,region_27,Mastersabove,f,other,1,35,3,5,0,68,0
69146,R&D,region_22,Mastersabove,m,other,1,34,4,4,0,83,0
10122,SalesMarketing,region_30,Bachelors,m,other,7,26,2,5,0,46,0
20927,SalesMarketing,region_1,Bachelors,m,sourcing,2,29,,1,0,47,0
60018,Operations,region_7,Mastersabove,f,other,1,37,3,4,0,58,0
68791,Analytics,region_27,Bachelors,m,other,2,25,4,2,0,80,0
25354,SalesMarketing,region_2,Bachelors,m,other,1,47,4,16,0,48,1
3491,Analytics,region_12,Bachelors,m,sourcing,1,28,2,5,0,85,0
74687,SalesMarketing,region_14,Bachelors,m,other,1,32,5,10,0,48,0
50049,Procurement,region_19,Bachelors,m,other,1,34,3,4,0,71,0
30088,Operations,region_2,,m,sourcing,1,36,4,3,0,59,0
45140,Legal,region_22,Bachelors,m,other,1,32,2,6,0,59,0
35436,Procurement,region_24,Mastersabove,m,sourcing,2,32,2,5,0,72,0
72109,SalesMarketing,region_8,Bachelors,m,other,1,29,4,3,0,52,0
24397,Operations,region_22,Bachelors,m,other,1,32,4,4,1,57,1
44154,SalesMarketing,region_22,Bachelors,m,other,5,27,3,2,0,52,0
60571,SalesMarketing,region_13,Bachelors,m,other,1,34,5,4,0,51,0
59722,SalesMarketing,region_16,Mastersabove,f,other,1,36,3,8,0,48,0
27505,Operations,region_8,Bachelors,m,sourcing,1,26,5,2,0,59,0
9072,SalesMarketing,region_14,Mastersabove,m,other,1,33,4,3,0,94,1
14939,SalesMarketing,region_27,Mastersabove,m,other,1,47,1,3,0,,0
13888,SalesMarketing,region_11,Bachelors,m,other,1,42,3,2,0,48,0
44589,SalesMarketing,region_26,Mastersabove,m,other,1,38,1,8,0,54,0
15024,Technology,region_32,Bachelors,f,sourcing,4,32,5,8,0,93,1
57609,Procurement,region_17,Bachelors,f,other,1,44,3,16,0,70,0
8470,SalesMarketing,region_22,Mastersabove,m,other,1,33,4,5,0,46,0
47152,SalesMarketing,region_26,Bachelors,m,sourcing,2,27,3,3,0,55,0
43153,Technology,region_2,Mastersabove,m,other,2,50,5,14,0,85,0
4464,Procurement,region_31,Bachelors,f,other,2,29,3,4,0,71,0
17190,Procurement,region_34,Bachelors,m,other,1,29,5,4,0,84,1
109,Technology,region_27,,m,sourcing,2,28,3,2,0,79,0
48753,Analytics,region_2,Bachelors,m,other,1,44,5,7,0,84,0
17602,Operations,region_8,Bachelors,f,other,1,32,4,2,0,,0
71562,Analytics,region_28,Mastersabove,m,sourcing,2,30,3,6,0,83,0
70593,Operations,region_21,Bachelors,m,other,1,37,5,4,0,59,0
4445,Operations,region_22,Bachelors,f,sourcing,1,37,3,5,0,59,0
47038,SalesMarketing,region_14,Bachelors,m,sourcing,1,32,1,4,0,52,0
31070,Procurement,region_23,Bachelors,m,sourcing,1,36,3,2,0,66,0
33000,Procurement,region_2,Bachelors,f,other,2,34,3,4,0,62,0
20974,Finance,region_8,Bachelors,f,other,1,30,3,3,0,65,0
64764,Technology,region_2,Bachelors,m,sourcing,1,26,,1,1,81,1
38060,SalesMarketing,region_29,Mastersabove,m,sourcing,1,31,1,2,0,51,0
40172,Technology,region_2,Bachelors,m,referred,1,41,5,7,0,83,0
36808,Operations,region_2,Mastersabove,m,sourcing,1,33,2,7,0,57,0
9763,Operations,region_20,Bachelors,m,other,1,25,4,3,0,58,0
76038,Operations,region_7,Bachelors,f,sourcing,1,39,3,6,0,58,0
71813,Procurement,region_12,Bachelors,f,sourcing,1,31,3,6,0,70,0
42426,Technology,region_2,Mastersabove,f,sourcing,1,56,2,16,0,79,0
61602,SalesMarketing,region_14,Bachelors,m,other,1,30,1,3,0,50,0
48737,Operations,region_4,Bachelors,m,other,2,29,5,5,0,63,1
65518,SalesMarketing,region_9,Mastersabove,m,sourcing,1,31,4,3,0,50,0
70606,R&D,region_31,Mastersabove,m,sourcing,2,28,4,2,0,82,0
7717,Analytics,region_20,Bachelors,m,other,2,30,2,3,0,82,0
68386,Analytics,region_11,Bachelors,m,sourcing,1,30,1,2,0,84,0
51891,Procurement,region_7,Bachelors,f,other,1,29,4,6,0,65,0
36931,Operations,region_19,Bachelors,f,other,1,31,3,3,0,60,0
60567,Analytics,region_25,Bachelors,m,other,1,30,3,6,0,84,1
22820,Procurement,region_2,Bachelors,m,sourcing,1,26,,1,0,72,0
11028,Operations,region_16,Bachelors,m,sourcing,1,44,5,4,0,60,0
6425,Procurement,region_24,Mastersabove,f,other,1,31,1,6,0,70,0
13047,Technology,region_33,Bachelors,f,other,1,35,4,3,0,77,0
63491,Procurement,region_23,Mastersabove,m,other,1,41,3,3,0,73,0
44748,SalesMarketing,region_25,Bachelors,m,other,1,33,5,7,0,47,0
32186,Technology,region_31,Bachelors,m,sourcing,1,33,5,4,0,81,0
55275,Operations,region_2,Below Secondary,m,sourcing,1,26,5,3,0,60,0
48682,SalesMarketing,region_13,Bachelors,m,sourcing,1,47,4,19,0,48,0
74930,SalesMarketing,region_11,Bachelors,m,sourcing,1,28,5,5,0,51,0
45051,SalesMarketing,region_13,Bachelors,m,other,1,32,1,5,0,52,0
24675,SalesMarketing,region_24,Bachelors,m,other,1,36,3,10,0,50,0
28572,Procurement,region_7,Mastersabove,f,other,2,39,3,5,0,68,0
38163,Technology,region_7,Bachelors,f,other,1,29,5,2,0,81,0
65257,SalesMarketing,region_2,,m,sourcing,3,45,3,6,0,47,0
14988,Operations,region_2,Bachelors,m,sourcing,1,48,2,4,0,58,0
12936,HR,region_2,Bachelors,m,other,2,32,3,5,0,49,0
58180,Operations,region_2,Bachelors,f,other,1,39,2,5,0,63,0
20295,Operations,region_2,Mastersabove,m,other,1,53,4,19,0,57,0
71073,SalesMarketing,region_22,Bachelors,m,other,1,42,3,4,0,53,0
2221,Finance,region_2,Mastersabove,f,other,2,35,5,4,0,59,0
47279,Analytics,region_34,Bachelors,m,sourcing,1,30,1,4,0,82,0
40019,Analytics,region_27,,m,other,1,31,4,6,0,86,0
50781,Operations,region_8,Bachelors,m,other,1,26,5,3,0,56,0
64947,SalesMarketing,region_7,Bachelors,m,other,1,35,5,3,1,,1
31258,SalesMarketing,region_7,Bachelors,m,sourcing,1,45,1,5,0,52,0
11796,Procurement,region_27,Bachelors,m,sourcing,5,37,3,9,0,64,0
69912,Operations,region_2,Bachelors,f,other,1,42,5,10,0,59,0
38974,SalesMarketing,region_7,Mastersabove,m,other,1,43,5,14,0,50,0
39544,Operations,region_11,Bachelors,m,other,1,27,5,2,0,58,0
5303,SalesMarketing,region_34,Bachelors,m,other,1,26,,1,0,48,0
14189,SalesMarketing,region_15,Mastersabove,m,sourcing,1,38,1,10,0,50,0
35644,Analytics,region_9,Mastersabove,m,other,1,31,4,5,0,82,0
23232,Operations,region_15,Bachelors,f,sourcing,1,30,2,2,0,64,0
28851,Procurement,region_2,,f,sourcing,1,37,4,11,0,70,0
8174,SalesMarketing,region_16,Mastersabove,m,other,1,35,1,4,0,48,0
72379,Operations,region_7,Mastersabove,f,sourcing,2,38,5,4,0,63,0
7814,R&D,region_22,Bachelors,m,sourcing,3,30,5,2,0,85,0
54321,Technology,region_7,Bachelors,m,sourcing,1,30,,1,0,78,1
17873,SalesMarketing,region_30,Bachelors,m,sourcing,2,28,3,2,0,52,0
32272,Operations,region_13,Mastersabove,m,other,1,42,4,7,0,59,0
31847,Procurement,region_22,Bachelors,m,sourcing,1,33,2,7,0,68,0
11855,SalesMarketing,region_11,Mastersabove,m,other,1,39,4,4,0,,0
70961,SalesMarketing,region_7,,m,sourcing,1,33,2,7,0,49,0
32378,Technology,region_13,Mastersabove,f,other,1,43,4,6,0,81,0
45064,Operations,region_14,Bachelors,f,sourcing,1,30,4,7,0,59,0
28533,Analytics,region_15,Mastersabove,m,sourcing,1,37,3,3,0,85,0
1412,Technology,region_31,Bachelors,m,other,1,33,4,6,1,81,0
15311,SalesMarketing,region_1,Mastersabove,m,sourcing,1,38,5,10,0,49,0
43786,Analytics,region_22,Bachelors,f,sourcing,2,27,3,3,0,85,1
13825,Operations,region_22,Bachelors,f,sourcing,1,24,5,2,0,55,0
36207,Operations,region_16,Bachelors,f,sourcing,1,35,2,10,0,58,0
18293,Operations,region_2,Mastersabove,m,other,2,42,5,2,0,57,0
21794,SalesMarketing,region_28,Mastersabove,m,other,1,32,3,7,0,53,0
11349,SalesMarketing,region_26,Bachelors,m,other,2,25,3,2,0,,0
65504,Procurement,region_2,Mastersabove,f,other,1,35,5,6,0,67,0
73508,Technology,region_2,Mastersabove,f,sourcing,1,54,3,24,0,75,0
68754,SalesMarketing,region_32,Bachelors,m,other,1,33,2,3,0,,0
